
0,8,1,1,20,1,1,16,1,1,9,1,1,11,1,1,14,1,1,6,1,1,18,1,1,13,1,1,16,1,1,0,1,1,2,1,1,6,1,1,11,1,1,15,1,1,8,1,1,9,1,1,5,1,1,5,1,1,13,1,1,15,1,1,9,1,1,7,1,1,8,1,1,7,1,1,26,1,1,29,1,1,30,1,1,6,1,1,6,1,1,8,1,1,21,1,1,12,1,1,0
0,10,0,1,20,0,1,16,0,1,9,0,1,11,0,1,14,0,1,8,0,1,18,0,1,13,0,1,16,0,1,2,0,1,0,0,1,8,0,1,11,0,1,14,0,1,8,0,1,9,0,1,7,0,1,7,0,1,13,0,1,15,0,1,9,0,1,8,0,1,10,0,1,7,0,1,26,0,1,29,0,1,30,0,1,8,0,1,8,0,1,9,0,1,21,0,1,12,0,1,0
0,8,2,1,18,2,1,15,2,1,8,2,1,10,2,1,13,2,1,7,2,1,17,2,1,12,2,1,16,2,1,6,2,1,8,2,1,0,2,1,10,2,1,14,2,1,7,2,1,10,2,1,6,2,1,6,2,1,11,2,1,16,2,1,9,2,1,6,2,1,9,2,1,5,2,1,24,2,1,26,2,1,29,2,1,6,2,1,7,2,1,6,2,1,20,2,1,12,2,1,0
0,12,15,21,18,15,21,14,15,21,11,15,21,12,15,21,14,15,21,11,15,21,14,15,21,10,15,21,13,15,21,11,15,21,11,15,21,10,15,21,0,15,21,4,15,21,10,15,21,11,15,21,12,15,21,10,15,21,12,15,21,16,15,21,9,15,21,12,15,21,12,15,21,9,15,21,24,15,21,25,15,21,29,15,21,11,15,21,11,15,21,10,15,21,19,15,21,13,15,21,0
0,15,3,4,18,3,4,16,3,4,15,3,4,14,3,4,15,3,4,14,3,4,14,3,4,13,3,4,13,3,4,15,3,4,14,3,4,14,3,4,4,3,4,0,3,4,14,3,4,15,3,4,16,3,4,14,3,4,15,3,4,16,3,4,13,3,4,16,3,4,16,3,4,13,3,4,25,3,4,26,3,4,30,3,4,15,3,4,15,3,4,14,3,4,19,3,4,15,3,4,0
0,9,0,2,17,0,2,15,0,2,9,0,2,10,0,2,14,0,2,9,0,2,17,0,2,13,0,2,16,0,2,8,0,2,8,0,2,7,0,2,10,0,2,14,0,2,0,0,2,8,0,2,8,0,2,7,0,2,10,0,2,14,0,2,8,0,2,9,0,2,9,0,2,9,0,2,23,0,2,26,0,2,28,0,2,8,0,2,8,0,2,7,0,2,19,0,2,13,0,2,0
0,11,1,0,20,1,0,16,1,0,10,1,0,9,1,0,11,1,0,7,1,0,15,1,0,13,1,0,8,1,0,9,1,0,9,1,0,10,1,0,11,1,0,15,1,0,8,1,0,0,1,0,10,1,0,9,1,0,12,1,0,7,1,0,10,1,0,9,1,0,10,1,0,8,1,0,25,1,0,26,1,0,29,1,0,8,1,0,8,1,0,9,1,0,19,1,0,11,1,0,0
0,10,2,2,20,2,2,16,2,2,8,2,2,11,2,2,15,2,2,7,2,2,19,2,2,14,2,2,18,2,2,5,2,2,7,2,2,6,2,2,12,2,2,16,2,2,8,2,2,10,2,2,0,2,2,3,2,2,12,2,2,16,2,2,10,2,2,7,2,2,9,2,2,6,2,2,28,2,2,30,2,2,32,2,2,4,2,2,7,2,2,8,2,2,22,2,2,14,2,2,0
0,10,12,20,20,12,20,16,12,20,8,12,20,10,12,20,14,12,20,6,12,20,17,12,20,13,12,20,16,12,20,5,12,20,7,12,20,6,12,20,10,12,20,14,12,20,7,12,20,9,12,20,3,12,20,0,12,20,9,12,20,13,12,20,9,12,20,6,12,20,9,12,20,6,12,20,27,12,20,29,12,20,32,12,20,4,12,20,7,12,20,8,12,20,19,12,20,13,12,20,0
0,12,15,11,19,15,11,10,15,11,12,15,11,11,15,11,13,15,11,12,15,11,17,15,11,6,15,11,16,15,11,13,15,11,13,15,11,11,15,11,12,15,11,15,15,11,10,15,11,12,15,11,12,15,11,9,15,11,0,15,11,10,15,11,12,15,11,10,15,11,12,15,11,12,15,11,24,15,11,27,15,11,29,15,11,12,15,11,13,15,11,11,15,11,18,15,11,13,15,11,0
0,15,9,8,19,9,8,16,9,8,16,9,8,12,9,8,14,9,8,12,9,8,15,9,8,16,9,8,6,9,8,15,9,8,15,9,8,16,9,8,16,9,8,16,9,8,14,9,8,7,9,8,16,9,8,13,9,8,10,9,8,0,9,8,14,9,8,15,9,8,15,9,8,14,9,8,25,9,8,26,9,8,28,9,8,15,9,8,14,9,8,16,9,8,15,9,8,13,9,8,0
0,10,1,0,17,1,0,16,1,0,9,1,0,11,1,0,14,1,0,9,1,0,16,1,0,12,1,0,14,1,0,9,1,0,9,1,0,9,1,0,9,1,0,13,1,0,8,1,0,10,1,0,10,1,0,9,1,0,12,1,0,14,1,0,0,1,0,7,1,0,11,1,0,10,1,0,25,1,0,28,1,0,29,1,0,10,1,0,10,1,0,10,1,0,18,1,0,12,1,0,0
0,10,3,0,20,3,0,16,3,0,6,3,0,11,3,0,12,3,0,6,3,0,17,3,0,12,3,0,17,3,0,7,3,0,8,3,0,6,3,0,12,3,0,16,3,0,9,3,0,9,3,0,7,3,0,6,3,0,10,3,0,15,3,0,7,3,0,0,3,0,10,3,0,7,3,0,26,3,0,28,3,0,31,3,0,6,3,0,6,3,0,8,3,0,19,3,0,11,3,0,0
0,9,1,0,19,1,0,17,1,0,10,1,0,10,1,0,14,1,0,9,1,0,17,1,0,13,1,0,16,1,0,8,1,0,10,1,0,9,1,0,12,1,0,16,1,0,9,1,0,10,1,0,9,1,0,9,1,0,12,1,0,15,1,0,11,1,0,10,1,0,0,1,0,9,1,0,26,1,0,28,1,0,30,1,0,9,1,0,10,1,0,8,1,0,21,1,0,13,1,0,0
0,10,7,11,20,7,11,15,7,11,9,7,11,10,7,11,14,7,11,7,7,11,15,7,11,12,7,11,15,7,11,7,7,11,7,7,11,5,7,11,9,7,11,13,7,11,9,7,11,8,7,11,6,7,11,6,7,11,12,7,11,14,7,11,10,7,11,7,7,11,9,7,11,0,7,11,23,7,11,25,7,11,28,7,11,6,7,11,7,7,11,8,7,11,21,7,11,12,7,11,0
0,25,4,5,26,4,5,24,4,5,26,4,5,26,4,5,24,4,5,26,4,5,25,4,5,25,4,5,24,4,5,26,4,5,26,4,5,24,4,5,24,4,5,25,4,5,23,4,5,25,4,5,28,4,5,27,4,5,24,4,5,25,4,5,25,4,5,26,4,5,26,4,5,23,4,5,0,4,5,3,4,5,6,4,5,26,4,5,25,4,5,25,4,5,22,4,5,21,4,5,0
0,27,2,4,29,2,4,25,2,4,28,2,4,27,2,4,25,2,4,27,2,4,27,2,4,26,2,4,25,2,4,29,2,4,29,2,4,26,2,4,25,2,4,26,2,4,26,2,4,26,2,4,30,2,4,29,2,4,27,2,4,26,2,4,28,2,4,28,2,4,28,2,4,25,2,4,3,2,4,0,2,4,8,2,4,28,2,4,27,2,4,27,2,4,23,2,4,23,2,4,0
0,30,1,5,30,1,5,29,1,5,31,1,5,30,1,5,28,1,5,30,1,5,28,1,5,29,1,5,27,1,5,30,1,5,30,1,5,29,1,5,29,1,5,30,1,5,28,1,5,29,1,5,32,1,5,32,1,5,29,1,5,28,1,5,29,1,5,31,1,5,30,1,5,28,1,5,6,1,5,8,1,5,0,1,5,31,1,5,30,1,5,30,1,5,25,1,5,26,1,5,0
0,9,3,2,19,3,2,16,3,2,8,3,2,10,3,2,13,3,2,6,3,2,18,3,2,13,3,2,16,3,2,6,3,2,8,3,2,6,3,2,11,3,2,15,3,2,8,3,2,8,3,2,4,3,2,4,3,2,12,3,2,15,3,2,10,3,2,6,3,2,9,3,2,6,3,2,26,3,2,28,3,2,31,3,2,0,3,2,6,3,2,7,3,2,20,3,2,11,3,2,0
0,10,0,7,20,0,7,16,0,7,8,0,7,10,0,7,14,0,7,6,0,7,17,0,7,14,0,7,15,0,7,6,0,7,8,0,7,7,0,7,11,0,7,15,0,7,8,0,7,8,0,7,7,0,7,7,0,7,13,0,7,14,0,7,10,0,7,6,0,7,10,0,7,7,0,7,25,0,7,27,0,7,30,0,7,6,0,7,0,0,7,9,0,7,19,0,7,10,0,7,0
0,8,5,4,18,5,4,13,5,4,9,5,4,11,5,4,13,5,4,9,5,4,18,5,4,12,5,4,17,5,4,8,5,4,9,5,4,6,5,4,10,5,4,14,5,4,7,5,4,9,5,4,8,5,4,8,5,4,11,5,4,16,5,4,10,5,4,8,5,4,8,5,4,8,5,4,25,5,4,27,5,4,30,5,4,7,5,4,9,5,4,0,5,4,19,5,4,11,5,4,0
500,19,2,0,19,2,0,20,2,0,18,2,0,19,2,0,19,2,0,20,2,0,19,2,0,20,2,0,17,2,0,21,2,0,21,2,0,20,2,0,19,2,0,19,2,0,19,2,0,19,2,0,22,2,0,19,2,0,18,2,0,15,2,0,18,2,0,19,2,0,21,2,0,21,2,0,22,2,0,23,2,0,25,2,0,20,2,0,19,2,0,19,2,0,0,2,0,9,2,0,1
500,13,6,1,20,6,1,14,6,1,12,6,1,12,6,1,13,6,1,12,6,1,16,6,1,13,6,1,14,6,1,12,6,1,12,6,1,12,6,1,13,6,1,15,6,1,13,6,1,11,6,1,14,6,1,13,6,1,13,6,1,13,6,1,12,6,1,11,6,1,13,6,1,12,6,1,21,6,1,23,6,1,26,6,1,11,6,1,10,6,1,11,6,1,9,6,1,0,6,1,0
